timestamp,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.417542,0.461772,0.0,0.0,0.0,0.248967,0.0,0.561946,0.0,0.0,0.461772,0.0,0.698934,0.308286,0.0
3,0.0,0.0,0.0,0.0,0.37881,0.0,0.37881,0.0,0.0,0.0,0.0,0.37881,0.0,0.04927,0.0,0.0
4,0.0,0.647182,0.690118,0.735902,0.735902,0.606918,0.333847,0.735902,0.898904,0.0,0.0,0.333847,0.0,0.498121,0.041722,0.0
5,0.0,1e-06,0.001031,2e-06,0.008367,0.0,0.0,2e-06,0.551392,0.0,0.0,0.000127,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.707505,0.001541,0.0,0.0,0.0,0.001541,0.0,0.0,0.0,0.0,0.090798,0.0,0.010714
7,0.0,0.393523,0.068033,0.662059,0.662059,0.532299,0.016621,0.532299,0.435775,0.0,0.0,0.055179,0.0,0.28941,0.002077,0.435775
8,0.0,0.0,4.6e-05,0.21228,0.028706,0.21228,0.0,4.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.040339,1e-06,0.040339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.000968,0.0,0.000968,0.0,0.007155,0.597262,0.0,0.0,0.0,0.0,0.597262,0.0,0.0
11,0.0,0.0,0.0,0.09743,0.0,0.769557,0.0,0.769557,2.7e-05,0.0,0.0,0.0,0.0,2.7e-05,0.0,0.0
12,0.0,0.002652,0.006744,0.910966,0.012842,0.910966,0.000112,0.358368,0.128537,0.0,0.0,0.000372,0.0,0.128537,1.4e-05,0.002936
13,0.0,0.0,0.0,0.20407,0.0,0.20407,0.0,0.003051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.260048,0.0,0.260048,0.000594,0.0,0.000594,0.0,0.0,0.0,0.0,0.004509,0.0,0.004509
15,0.0,0.0,0.0,0.005752,0.0,0.005752,0.349211,8.8e-05,0.000699,0.0,0.0,0.0,0.0,0.000699,0.0,0.0
16,0.0,0.0,0.0,0.475923,0.0,0.475923,1.6e-05,0.057734,0.0,0.0,0.0,0.0,0.0,0.000124,0.0,0.000124
17,0.0,0.0,0.0,0.089684,0.739294,0.000186,0.0,3e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,7e-06,1.7e-05,0.662119,0.811036,0.439544,0.044815,0.538402,0.024073,0.0,0.0,1e-06,0.0,0.055029,0.0,0.055029
19,0.0,2e-06,0.830429,0.24358,0.677951,0.161699,0.016487,0.198067,0.008856,0.0,0.0,0.0,0.0,0.020244,0.0,0.020244
20,0.0,0.0,0.000389,0.0,0.18053,0.0,0.0,5.1e-05,0.18053,0.0,0.0,0.0,0.0,0.022511,0.0,0.0
21,0.0,0.0,0.167779,0.032965,0.859425,0.021884,0.002231,0.136972,0.309999,0.0,0.0,0.0,0.0,0.251736,0.0,0.380725
22,0.0,0.0,0.869852,0.012127,0.388815,0.008051,0.000821,0.579746,0.114042,0.0,0.0,0.0,0.0,0.092609,0.0,0.140061
23,0.0,0.0,1.1e-05,0.000687,0.0,0.0,0.0,0.000687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.117722,0.177573,0.904683,0.00109,0.000111,0.177573,0.4951,0.0,0.0,0.0,0.0,0.605809,0.0,0.018955
25,0.0,0.0,0.0,0.0,0.006463,0.0,0.0,0.0,0.051755,0.0,0.0,0.0,0.0,0.051755,0.0,0.0
26,0.0,0.0,0.015932,0.024032,0.222202,0.000147,1.5e-05,0.024032,0.774219,0.0,0.0,0.0,0.0,0.952418,0.0,0.002565
27,0.0,0.0,0.005861,0.008841,0.81383,5.4e-05,6e-06,0.008841,0.284819,0.0,0.0,0.0,0.0,0.350375,0.0,0.000944
28,0.0,0.0,0.002156,0.003252,0.712053,2e-05,0.712053,0.867576,0.473441,0.0,0.0,0.0,0.0,0.712053,0.0,0.000347
29,0.0,0.535276,0.591219,0.484627,0.26195,7e-06,0.26195,0.395207,0.716867,0.0,0.0,0.591219,0.0,0.886379,0.0,0.000128
