timestamp,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.967273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.80483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.520877,0.683804,0.0,0.0,0.879677,0.879677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,1e-06,0.0,0.002627,0.031871,0.031871,0.0,0.435322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.003282,0.003282,0.0,0.044385,0.044385,0.0,0.0,0.044385,0.0,0.0,0.0,0.0
7,0.0,0.004831,0.0,0.0,0.0,0.238697,0.804142,2e-06,0.001254,0.0,0.0,0.067134,0.0,0.004831,0.0,0.804142
8,0.0,0.000513,0.0,0.0,0.0,1.1e-05,0.082042,0.082042,0.0,0.0,0.0,3e-06,0.0,0.024173,0.0,0.006853
9,0.0,0.0,0.0,0.0,0.0,0.0,0.008098,0.008098,0.0,0.0,0.0,0.0,0.0,0.002362,0.0,0.122379
10,0.001291,0.063451,0.0,0.859663,0.977253,0.043142,0.500617,0.22727,0.025524,0.0,0.0,0.038002,0.0,0.654834,0.0,0.500617
11,0.000475,0.023342,0.0,0.691703,0.887718,0.887718,0.184167,0.531604,0.00939,0.0,0.0,0.01398,0.0,0.2409,0.0,0.184167
12,0.0,0.0,0.0,1e-06,0.027127,0.027127,0.0,0.379618,0.379618,0.0,0.0,0.379618,0.0,0.0,0.0,0.0
13,0.0,0.000771,0.0,0.0,1e-06,0.000771,0.002736,1.7e-05,0.04061,0.0,0.0,0.5462,0.0,0.0,0.0,0.148933
14,0.0,0.0,0.197401,0.0,0.0,0.0,0.692609,0.692609,0.015208,0.0,0.0,0.055314,0.0,0.0,0.0,7e-06
15,0.0,0.001757,0.028275,0.0,0.0,0.0,0.115229,0.115229,1e-06,0.0,0.0,0.006938,0.0,0.000445,0.0,0.0
16,0.432718,0.0,1e-06,0.0,0.0,0.006151,5e-06,5e-06,0.0,0.0,0.0,0.0,0.0,0.001524,0.0,9.4e-05
17,0.338319,0.444143,0.094744,0.980431,0.574778,0.574778,0.109035,0.751826,0.032758,0.0,0.0,0.082326,0.0,0.19231,0.0,0.14548
18,0.12446,0.163391,0.034854,0.36068,0.465477,0.465477,0.040112,0.60456,0.782557,0.0,0.0,0.888158,0.0,0.070747,0.0,0.053519
19,0.0,0.0,0.0,0.0,4.8e-05,4.8e-05,0.0,0.000643,0.393207,0.0,0.0,0.393207,0.0,0.393207,0.0,0.0
20,0.0,6.9e-05,0.0,0.0,0.0,0.003418,0.011836,0.011836,1.8e-05,0.0,0.0,0.000961,0.0,6.9e-05,0.0,0.167366
21,0.006197,0.141074,0.001735,0.017957,0.050016,0.208486,0.511382,0.511382,0.123274,0.0,0.0,0.183648,0.0,0.974912,0.0,0.859585
22,0.0,0.0,0.0,0.0,0.0,0.0,0.326309,0.000121,0.0,0.0,0.0,0.0,0.0,0.089958,0.0,0.326309
23,0.0,0.0,0.0,0.003303,0.041323,0.041323,1.5e-05,0.5854,0.0,0.0,0.0,0.0,0.0,0.000217,0.0,1.5e-05
24,0.000309,0.007024,8.6e-05,0.453715,0.581248,0.581248,0.120997,0.749104,0.967178,0.0,0.0,0.009143,0.0,0.15827,0.0,0.120997
25,0.0,0.241342,0.0,0.0,0.000386,0.241342,0.856672,0.005396,0.005396,0.0,0.0,0.005396,0.0,0.0,0.0,0.0
26,4.2e-05,0.319131,0.698277,0.061404,0.167618,0.319131,0.792585,0.792585,0.474392,0.0,0.0,0.61519,0.0,0.02142,0.0,0.540223
27,1.5e-05,0.945692,0.556885,0.022589,0.061663,0.117402,0.632437,0.632437,0.430961,0.0,0.0,0.490359,0.0,0.824353,0.0,0.198737
