timestamp,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451546,0.61113,0.0,0.0,0.0,0.0,0.451546,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0541,0.0,0.0,0.002597,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.491389,0.0,0.0,0.0,2e-06,0.0,0.0,0.0,0.0,5.1e-05,0.0,5.1e-05
5,0.0,0.0,0.214435,0.0,0.010296,0.0,0.0,0.214435,0.00046,0.0,0.0,0.0,0.0,0.00046,0.0,0.0
6,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,1e-05,0.069504,0.0,0.0,0.107631,0.0,0.086491,0.0,0.0
7,0.0,0.0,0.0,0.0,0.078422,0.0,0.078422,0.0,8.9e-05,0.000138,0.0,5e-06,0.0,0.078422,0.0,0.003502
8,0.0,0.0,0.0,0.0,4e-06,0.0,4e-06,0.715603,0.038332,0.0,0.0,0.0,0.0,0.165623,0.0,8e-05
9,0.0,0.0,0.015702,0.41559,0.104919,0.485466,0.104919,0.891938,0.265499,0.055638,0.0,0.039839,0.0,0.307339,0.0,0.143176
10,0.0,0.0,0.0,0.607763,0.0,0.0,0.0,0.128471,0.006882,0.0,0.0,0.0,0.0,0.029734,0.0,0.0
11,0.0,0.0,0.0,2.8e-05,0.0,0.000131,0.0,0.27065,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0
12,0.0,0.001287,0.0,0.0,0.0,0.001287,0.0,0.026544,0.594051,0.0,0.0,0.0,0.0,0.026544,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011583,0.225253,0.0,0.0,0.0,0.0,0.011583,0.0,0.0
14,0.0,0.069563,0.000106,0.017426,0.000707,0.069563,0.582303,0.582303,0.316937,0.000375,0.0,0.000268,0.0,0.794574,0.680208,0.000965
15,0.0,0.0,0.00212,0.0,0.0,0.0,0.0,0.000103,0.0,0.0,0.0,0.0,0.0,5e-06,1e-06,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427599,0.02053,0.0,0.0,0.0,0.0,0.427599,0.0,0.000987
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9e-05,0.0004,0.0,0.0,0.158952,0.0,1.9e-05,0.0,0.0
18,0.0,0.001274,0.0269,0.000319,1.3e-05,0.001274,0.010665,0.124312,0.559019,7e-06,0.0,0.412632,0.0,0.75734,0.012458,0.75734
19,0.0,0.000469,0.009896,0.000117,0.697028,0.000469,0.003924,0.045732,0.94337,3e-06,0.0,0.151799,0.0,0.94337,0.004583,0.27861
20,0.0,0.000172,0.64156,4.3e-05,0.473558,0.000172,0.001443,0.64156,0.868298,1e-06,0.0,0.055844,0.0,0.347046,0.001686,0.102495
21,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,1e-06,0.120278,0.186495,0.0,0.006314,0.0,0.149771,0.0,0.0
22,0.0,2.3e-05,0.086826,6e-06,0.064089,2.3e-05,0.000195,0.590147,0.80533,0.311009,0.0,0.221684,0.0,0.80533,0.000228,0.80533
23,0.0,9e-06,0.031941,0.847543,0.023577,0.989679,0.54938,0.730571,0.296264,0.114414,0.0,0.081553,0.0,0.633531,8.4e-05,0.296264
24,0.0,0.0,0.0,9e-06,0.0,4.1e-05,0.0,0.084857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,1e-06,0.004323,0.709252,0.003191,0.827865,0.07435,0.609535,0.455839,0.015484,0.0,0.011037,0.0,0.527114,1.1e-05,0.040095
26,0.0,0.0,0.0,1e-06,0.0,7e-06,0.0,0.014234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.001213,0.487093,6.2e-05,0.0,0.0,0.0,0.0,0.487093,0.024736,0.0
28,0.0,0.0,0.000215,0.035312,0.000159,0.041217,0.187978,0.342347,0.464121,0.000771,0.0,0.00055,0.0,0.844158,0.25412,0.001996
29,0.0,0.0,7.9e-05,0.01299,5.8e-05,0.015163,0.418366,0.418366,0.170741,0.000284,0.0,0.000202,0.0,0.763327,0.566121,0.763327
30,0.0,0.0,2.9e-05,0.004779,0.69207,0.005578,0.153908,0.153908,0.932347,0.000104,0.0,7.4e-05,0.0,0.280812,0.208264,0.932347
31,0.0,0.0,0.009546,0.0,1e-06,0.0,0.0,0.009546,0.186324,0.0,0.0,0.000468,0.0,0.0,0.0,2.3e-05
32,0.0,0.0,0.0,0.0,0.0,0.0,0.074864,0.074864,8e-06,0.0,0.0,0.0,0.0,0.074864,0.349476,0.0
33,0.0,0.0,0.149246,0.0,0.0,0.696693,3e-06,3e-06,0.0,0.0,0.0,0.0,0.0,7.4e-05,1.6e-05,0.0
34,0.0,0.0,0.06621,0.0,0.0,0.313326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.574216,0.0,0.0,0.127884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.010826,0.217386,0.0,0.9761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.075234,1e-05,0.0,0.314774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.940401,0.116181,0.000232,0.443786,0.001913,0.001913,0.599049,0.0,0.0,0.000424,0.0,0.803314,0.002231,0.695219
39,0.0,0.0,0.345954,0.855529,0.995865,0.467369,0.000704,0.544508,0.220378,0.0,0.0,0.000156,0.0,0.295523,0.000821,0.255757
40,0.0,0.0,0.083663,1e-05,0.372525,0.0,0.0,0.0,0.000909,0.0,0.0,0.0,0.0,0.018553,0.0,0.0
41,0.0,0.0,4e-06,0.0,0.677734,0.03249,0.0,0.000354,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0
42,0.0,0.0,0.0,0.0,0.058847,1e-06,0.26877,0.0,0.000141,0.0,0.0,0.0,0.0,0.012885,0.0,0.0
43,0.0,0.0,0.0,0.02425,3e-06,0.112941,1.2e-05,0.526013,0.0,0.0,0.0,0.0,0.0,5.6e-05,0.0,0.0
44,0.0,0.0,0.937967,0.00011,0.0,0.211638,0.0,2.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.01686,0.0,0.0,0.003776,0.0,0.0,0.07528,0.0,0.0,0.0,0.0,0.0,0.0,0.338017
46,0.0,0.0,0.000315,0.0,0.001401,0.006373,0.0,0.029361,3e-06,0.0,0.0,0.0,0.0,6.5e-05,0.0,1.5e-05
47,0.0,0.0,0.0,0.000122,0.002549,0.0,0.0,1e-06,0.011644,0.0,0.0,0.0,0.0,0.237756,0.0,0.0
48,0.0,0.0,0.370451,0.149423,0.430123,0.916109,0.002174,0.583065,0.235675,0.0,0.0,0.0,0.0,0.318653,0.0,0.044669
49,0.0,0.0,0.136281,0.05497,0.972175,0.337018,0.0008,0.214498,0.531556,0.0,0.0,0.0,0.0,0.835178,0.0,0.016433
50,0.0,0.0,0.050135,0.020222,0.886292,0.123982,0.000294,0.078909,0.484597,0.0,0.0,0.0,0.0,0.761397,0.0,0.006045
51,0.0,0.0,0.0,0.0,6.2e-05,0.005944,0.0,0.118172,0.0,0.0,0.0,0.0,0.0,3e-06,0.0,0.0
52,0.0,0.0,0.006785,0.002737,0.139622,0.220349,4e-05,0.542262,0.733907,0.0,0.0,0.0,0.0,0.542262,0.0,0.000818
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337497,0.0,0.0,0.016204,0.0,0.0,0.0,0.0
54,0.0,0.0,0.000918,0.00037,0.605704,0.029821,5e-06,0.073387,0.330014,0.0,0.0,0.243595,0.0,0.447092,0.0,0.447092
55,0.0,0.0,0.0,0.0,0.064229,0.0,0.0,0.0,0.00287,0.0,0.0,0.0,0.0,0.00287,0.0,0.0
56,0.0,0.0,6.1e-05,0.0,3e-06,0.0,0.0,6.1e-05,0.496804,0.0,0.0,0.770312,0.0,0.618623,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.670803,0.000674,0.001046,0.0,3.5e-05,0.0,0.00084,0.0,0.028519
58,0.0,0.0,0.0,0.0,0.0,0.0,0.34438,3e-05,0.000716,0.0,0.0,0.0,0.0,0.000716,0.0,0.000716
59,0.0,0.0,0.018856,0.514378,0.013919,0.600863,0.330681,0.948933,0.178327,0.068133,0.0,0.048505,0.0,0.381592,0.0,0.178327
60,0.0,0.0,0.006937,0.189229,0.00512,0.221045,0.121651,0.474405,0.752293,0.025065,0.0,0.017844,0.0,0.869923,0.0,0.065603
61,0.0,0.0,0.002552,0.432287,0.001884,0.50497,0.044753,0.927772,0.276753,0.009221,0.0,0.006564,0.0,0.320027,0.0,0.024134
62,0.0,0.010631,0.0,0.0,0.0,0.010631,0.0,0.219231,0.010631,0.0,0.0,0.0,0.0,0.219231,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095669,0.095669,0.0,0.0,0.0,0.0,0.095669,0.0,0.0
64,0.0,0.085915,0.000127,0.021522,9.4e-05,0.085915,0.719188,0.719188,0.391441,0.000459,0.0,0.000327,0.0,0.981359,0.840108,0.001202
65,0.0,0.0,0.017176,0.0,0.0,0.0,2e-06,0.000833,0.0,0.0,0.0,0.0,0.0,3.8e-05,8e-06,0.0
66,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.16632,0.0,0.0,0.0,0.0,0.0,0.0,0.007998
67,0.0,0.004277,0.090137,0.001072,5e-06,0.004277,0.035806,0.416547,0.563762,2.3e-05,0.0,1.6e-05,0.0,0.416547,0.041827,0.226988
68,0.0,0.001574,0.033159,0.000394,2e-06,0.001574,0.013172,0.153239,0.689099,8e-06,0.0,0.508649,0.0,0.933568,0.015387,0.933568
69,0.0,0.0,0.0,0.0,0.219305,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,2.3e-05,0.0,2.3e-05
70,0.0,0.0,0.095702,0.0,0.004595,0.0,0.0,0.095702,0.000205,0.0,0.0,0.0,0.0,0.000205,0.0,0.0
71,0.0,0.0,4e-06,0.0,0.0,0.0,0.0,4e-06,0.890582,0.0,0.0,0.04934,0.0,0.039624,0.0,0.0
72,0.0,2.9e-05,0.107029,7e-06,0.079002,2.9e-05,0.000241,0.719542,0.983497,0.379945,0.0,0.272286,0.0,0.983497,0.000282,0.983497
73,0.0,0.0,0.0,0.0,0.0,0.0,0.018481,0.313223,3.8e-05,0.0,0.0,0.0,0.0,0.076082,0.0,3.8e-05
74,0.0,0.0,0.0,6.7e-05,0.0,0.000318,1e-06,0.659865,0.0,0.0,0.0,0.0,0.0,3e-06,0.0,0.0
75,0.0,0.0,0.0,0.244202,0.0,0.0,0.0,0.054284,0.003012,0.0,0.0,0.0,0.0,0.012787,0.0,0.0
76,0.0,0.0,0.0,1.1e-05,0.0,5.2e-05,0.0,0.108348,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0
77,0.0,0.0,0.000721,0.736324,0.000532,0.860125,0.012288,0.630342,0.467116,0.00256,0.0,0.001835,0.0,0.542625,2e-06,0.006627
78,0.0,0.0,0.0,2e-06,0.0,1e-05,0.00441,0.000971,0.098694,0.0,0.0,0.020862,0.0,0.0,0.0,0.0
79,0.0,0.0,0.049855,0.0,0.0,0.0,0.0,0.010108,4e-06,0.0,0.0,1e-06,0.0,0.000442,0.0,0.0
80,0.0,0.0,2e-06,0.0,0.0,0.000238,0.0,0.005448,0.623242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.036888,0.004961,4e-06,0.058759,0.010648,0.08036,0.129085,1.7e-05,0.0,0.012438,0.0,0.432327,0.0,4.5e-05
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.000167,0.0,0.0,0.0,0.0,0.016731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.128158,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
