1	Z
2	P
3	P
4	P
5	P
6	P
7	P
8	P
9	P
10	P
11	P
12	P
13	P
14	P
15	P
16	P
17	N
18	G
19	O
20	O
21	O
22	P
23	P
24	P
25	H
26	I
27	H
28	P
29	P
30	P
31	H
32	I
33	I
34	L
35	E
36	N
37	I
38	E
39	N
40	I
41	E
42	C
43	I
44	E
45	E
46	E
47	P
48	P
49	P
50	P
51	P
52	P
53	P
54	E
55	E
56	P
57	E
58	I
59	H
60	N
61	N
62	D
63	P
64	G
65	G
66	N
67	N
68	L
69	D
70	E
71	E
72	H
73	H
74	N
75	E
76	D
77	I
78	H
79	I
80	N
81	N
82	N
83	A
84	E
85	E
86	F
87	E
88	E
89	C
90	C
91	E
92	O
93	D
94	P
95	C
96	C
97	C
98	P
99	P
100	H
101	H
102	H
103	N
104	N
105	N
106	F
107	E
108	N
109	I
110	N
111	C
112	D
113	C
114	C
115	E
116	C
117	C
118	I
119	I
120	E
121	F
122	G
123	H
124	N
125	E
126	H
127	N
128	G
129	H
130	E
131	P
132	I
133	N
134	P
135	G
136	L
137	P
138	P
139	P
140	P
141	P
142	P
143	P
144	P
145	P
146	P
147	P
148	P
149	P
150	P
151	P
152	N
153	P
154	O
155	O
156	O
157	N
158	P
159	P
160	H
161	H
162	I
163	G
164	P
165	P
166	H
167	H
168	I
169	I
170	L
171	E
172	N
173	E
174	E
175	I
176	E
177	F
178	H
179	E
180	E
181	E
182	E
183	P
184	P
185	P
186	P
187	P
188	P
189	E
190	E
191	E
192	P
193	E
194	I
195	H
196	N
197	E
198	E
199	P
200	G
201	G
202	N
203	N
204	L
205	E
206	P
207	E
208	I
209	H
210	N
211	E
212	I
213	H
214	I
215	I
216	N
217	N
218	A
219	A
220	F
221	H
222	H
223	C
224	H
225	D
226	N
227	E
228	I
229	C
230	C
231	C
232	C
233	P
234	P
235	P
236	H
237	H
238	H
239	N
240	N
241	N
242	I
243	E
244	C
245	I
246	N
247	C
248	C
249	C
250	C
251	C
252	C
253	C
254	I
255	E
256	I
257	E
258	N
259	N
260	I
261	I
262	N
263	D
264	L
265	I
266	D
267	L
268	I
269	N
270	P
271	G
272	N
273	P
274	I
275	N
276	N
277	I
278	N
279	P
280	P
281	P
282	C
283	C
284	C
285	P
286	P
287	P
288	P
289	C
290	P
291	P
292	C
293	P
294	P
295	C
296	P
297	P
298	C
299	P
300	I
301	E
302	I
303	E
304	N
305	E
306	N
307	I
308	E
309	I
310	E
311	O
312	G
313	F
314	D
315	C
316	H
317	G
318	G
319	C
320	E
321	H
322	L
323	G
324	G
325	G
326	H
327	E
328	H
329	G
330	G
331	G
332	H
333	H
334	H
335	E
336	H
337	H
338	E
339	H
340	H
341	H
342	H
343	H
344	H
345	H
346	H
347	H
348	H
349	I
350	G
351	C
352	I
353	D
354	N
355	H
356	H
357	G
358	L
359	L
360	C
361	F
362	H
363	H
364	H
365	F
366	H
367	D
368	H
369	F
370	H
371	F
372	H
373	H
374	D
375	H
376	F
377	H
378	H
379	N
380	C
381	E
382	E
383	P
384	P
385	P
386	P
387	P
388	P
389	P
390	P
391	P
392	P
393	P
394	P
395	P
396	P
397	P
398	N
399	E
400	O
401	O
402	O
403	N
404	H
405	G
406	G
407	N
408	H
409	E
410	C
411	I
412	P
413	P
414	P
415	I
416	H
417	H
418	P
419	P
420	P
421	I
422	H
423	H
424	I
425	I
426	C
427	I
428	E
429	N
430	I
431	L
432	N
433	H
434	E
435	N
436	E
437	E
438	N
439	P
440	P
441	P
442	P
443	P
444	P
445	I
446	E
447	N
448	I
449	E
450	I
451	H
452	E
453	E
454	E
455	D
456	N
457	N
458	F
459	L
460	H
461	H
462	E
463	E
464	I
465	H
466	E
467	E
468	I
469	H
470	N
471	N
472	N
473	N
474	A
475	C
476	H
477	C
478	N
479	H
480	D
481	G
482	E
483	C
484	N
485	G
486	F
487	F
488	F
489	P
490	P
491	P
492	H
493	H
494	H
495	N
496	N
497	N
498	N
499	I
500	D
501	I
502	I
503	N
504	C
505	C
506	C
507	C
508	C
509	C
510	K
511	F
512	N
513	D
514	H
515	H
516	I
517	H
518	E
519	H
520	I
521	N
522	F
523	L
524	G
525	D
526	P
527	I
528	N
529	P
530	I
531	N
532	P
533	B
534	P
535	H
536	I
537	H
538	E
539	N
540	N
541	I
542	H
543	I
544	G
545	I
546	H
547	H
548	H
549	H
550	B
551	C
552	B
553	F
554	I
555	H
556	B
557	C
558	B
559	F
560	H
561	H
562	H
563	H
564	H
565	O
566	H
567	O
568	O
569	H
570	O
571	L
572	L
573	N
574	N
575	E
576	H
577	H
578	H
579	C
580	N
581	F
582	N
583	N
584	O
585	O
586	O
587	N
588	P
589	N
590	E
591	N
592	H
593	N
594	L
595	H
596	H
597	F
598	L
599	L
600	I
601	N
602	N
603	N
604	N
605	N
606	N
607	N
608	N
609	B
610	P
611	P
612	I
613	I
614	H
615	E
616	E
617	E
618	G
619	I
