1	Z
2	Z
3	B
4	G
5	B
6	F
7	P
8	P
9	G
10	B
11	F
12	I
13	N
14	L
15	C
16	E
17	L
18	N
19	J
20	J
21	I
22	N
23	J
24	N
25	E
26	G
27	N
28	N
29	I
30	I
31	G
32	P
33	P
34	N
35	N
36	E
37	E
38	E
39	E
40	I
41	E
42	E
43	E
44	E
45	I
46	N
47	N
48	N
49	N
50	N
51	B
52	B
53	E
54	E
55	H
56	H
57	H
58	E
59	E
60	E
61	F
62	H
63	A
64	A
65	H
66	E
67	O
68	N
69	O
70	N
71	O
72	N
73	I
74	N
75	O
76	P
77	P
78	P
79	P
80	I
81	O
82	P
83	P
84	G
85	G
86	P
87	P
88	P
89	G
90	P
91	P
92	O
93	O
94	O
95	N
96	I
97	P
98	P
99	P
100	P
101	P
102	L
103	B
104	H
105	H
106	H
107	A
108	F
109	L
110	A
111	E
112	B
113	B
114	H
115	C
116	C
117	I
118	G
119	G
120	B
121	P
122	B
123	B
124	P
125	P
126	P
127	P
128	P
129	P
130	L
131	F
132	E
133	F
134	I
135	H
136	I
137	P
138	I
139	N
140	G
141	F
142	D
143	B
144	G
145	E
146	F
147	D
148	N
149	P
150	P
151	P
152	G
153	G
154	H
155	E
156	E
157	C
158	H
159	E
160	H
161	C
162	E
163	F
164	H
165	H
166	B
167	D
168	H
169	G
170	B
171	B
172	G
173	B
174	F
175	B
176	P
177	O
178	D
179	F
180	I
181	G
182	L
183	C
184	E
185	L
186	N
187	J
188	J
189	I
190	N
191	N
192	N
193	E
194	G
195	N
196	K
197	E
198	I
199	G
200	P
201	N
202	N
203	P
204	P
205	E
206	E
207	E
208	N
209	I
210	E
211	E
212	E
213	N
214	L
215	L
216	L
217	P
218	B
219	L
220	L
221	O
222	L
223	L
224	C
225	E
226	C
227	C
228	C
229	C
230	C
231	A
232	A
233	H
234	E
235	I
236	N
237	O
238	P
239	P
240	C
241	P
242	C
243	P
244	P
245	P
246	P
247	N
248	C
249	K
250	P
251	P
252	G
253	G
254	G
255	P
256	P
257	G
258	P
259	P
260	P
261	G
262	G
263	P
264	N
265	K
266	K
267	K
268	P
269	P
270	P
271	N
272	N
273	O
274	O
275	C
276	H
277	H
278	B
279	H
280	F
281	N
282	H
283	H
284	H
285	O
286	P
287	E
288	G
289	P
290	P
291	P
292	P
293	P
