1	Z
2	G
3	G
4	G
5	G
6	G
7	G
8	N
9	P
10	P
11	L
12	E
13	E
14	E
15	N
16	E
17	P
18	G
19	O
20	P
21	L
22	G
23	P
24	O
25	O
26	J
27	G
28	G
29	G
30	L
31	C
32	F
33	N
34	H
35	P
36	E
37	B
38	L
39	F
40	N
41	D
42	P
43	E
44	C
45	L
46	E
47	I
48	O
49	O
50	N
51	F
52	D
53	F
54	C
55	C
56	C
57	C
58	B
59	D
60	G
61	P
62	P
63	P
64	E
65	G
66	G
67	O
68	G
69	G
70	C
71	C
72	N
73	C
74	N
75	C
76	P
77	P
78	I
79	P
80	L
81	E
82	G
83	E
84	E
85	E
86	H
87	E
88	N
89	N
90	N
91	F
92	P
93	N
94	I
95	I
96	L
97	L
98	I
99	I
100	H
101	F
102	E
103	C
104	N
105	L
106	I
107	G
108	G
109	I
110	N
111	N
112	I
113	H
114	H
115	H
116	H
117	H
118	H
119	G
120	H
121	L
122	E
123	E
124	E
125	N
126	E
127	E
128	G
129	G
130	G
131	E
132	F
133	E
134	F
135	H
136	N
137	I
138	P
139	P
140	P
141	N
142	P
143	P
144	I
145	L
146	G
147	I
148	I
149	I
150	H
151	G
152	E
153	D
154	N
155	I
156	P
157	P
158	P
159	P
160	P
161	P
162	P
163	P
164	P
165	P
166	C
167	C
168	P
169	P
170	O
171	O
172	O
173	O
174	G
175	G
176	G
177	G
178	G
179	L
180	N
181	P
182	P
183	O
184	E
185	E
186	E
187	N
188	E
189	P
190	G
191	O
192	P
193	G
194	G
195	P
196	O
197	O
198	O
199	G
200	G
201	G
202	L
203	C
204	F
205	N
206	H
207	P
208	E
209	E
210	L
211	F
212	N
213	D
214	P
215	E
216	C
217	L
218	E
219	I
220	O
221	O
222	N
223	F
224	D
225	F
226	C
227	C
228	C
229	C
230	B
231	B
232	G
233	P
234	P
235	P
236	E
237	G
238	G
239	O
240	G
241	G
242	C
243	C
244	N
245	C
246	N
247	C
248	P
249	P
250	I
251	P
252	L
253	E
254	G
255	E
256	E
257	E
258	H
259	E
260	N
261	N
262	N
263	F
264	P
265	N
266	I
267	I
268	L
269	L
270	I
271	I
272	H
273	F
274	E
275	C
276	N
277	L
278	I
279	G
280	G
281	I
282	N
283	N
284	I
285	I
286	H
287	H
288	H
289	H
290	H
291	G
292	H
293	L
294	E
295	E
296	E
297	N
298	E
299	E
300	G
301	G
302	G
303	E
304	F
305	E
306	F
307	H
308	N
309	I
310	P
311	P
312	P
313	N
314	P
315	P
316	I
317	L
318	G
319	I
320	I
321	I
322	H
323	G
324	E
325	D
326	N
327	I
328	P
329	P
330	P
331	P
332	P
333	P
334	P
335	P
336	P
337	P
338	C
339	C
340	P
341	P
342	O
343	P
344	F
345	D
346	C
347	I
348	H
349	N
350	E
351	D
352	E
353	L
354	L
355	L
356	H
357	D
358	I
359	I
360	I
361	I
362	H
363	G
364	G
365	I
366	H
367	G
368	G
369	J
370	P
371	P
372	P
373	P
374	P
375	P
376	H
377	P
378	I
379	L
380	N
381	N
382	L
383	E
384	I
385	G
386	H
387	H
388	G
389	P
390	G
391	E
392	O
393	P
394	L
395	E
396	P
397	G
398	P
399	K
400	G
401	O
402	O
403	N
404	G
405	G
406	O
407	E
408	E
409	E
410	E
411	N
412	P
413	B
414	G
415	I
416	C
417	O
418	N
419	N
420	L
421	N
422	N
423	H
424	H
425	P
426	G
427	P
428	I
429	I
430	L
431	O
432	C
433	K
434	N
435	C
436	C
437	C
438	C
439	G
440	G
441	G
442	L
443	G
444	L
445	G
446	G
447	N
448	C
449	C
450	C
451	N
452	C
453	G
454	N
455	C
456	C
457	C
458	C
459	C
460	F
461	O
462	N
463	P
464	H
465	N
466	H
467	I
468	G
469	H
470	I
471	H
472	N
473	G
474	H
475	L
476	I
477	C
478	B
479	B
480	G
481	D
482	L
483	I
484	C
485	B
486	N
487	L
488	N
489	L
490	H
491	H
492	N
493	H
494	N
495	O
496	L
497	P
498	G
499	G
500	G
501	L
502	G
503	O
504	O
505	L
506	O
507	I
508	N
509	E
510	E
511	N
512	G
513	G
514	E
515	P
516	G
517	N
518	E
519	P
520	G
521	O
522	P
523	P
524	K
525	P
526	P
527	P
528	P
529	G
530	N
531	P
532	G
533	P
534	H
535	L
536	L
537	O
538	G
539	O
540	G
541	G
542	N
543	C
544	N
545	C
546	N
547	C
548	P
549	P
550	I
551	P
552	L
553	E
554	H
555	E
556	E
557	E
558	H
559	E
560	N
561	N
562	I
563	F
564	P
565	N
566	I
567	I
568	L
569	I
570	I
571	I
572	H
573	F
574	E
575	C
576	N
577	L
578	L
579	G
580	G
581	I
582	H
583	N
584	I
585	I
586	I
587	I
588	I
589	H
590	H
591	H
592	H
593	E
594	E
595	E
596	E
597	N
598	E
599	E
600	G
601	G
602	K
603	E
604	F
605	E
606	F
607	H
608	N
609	I
610	P
611	P
612	P
613	N
614	P
615	P
616	I
617	N
618	G
619	I
620	I
621	I
622	I
623	H
624	F
625	N
626	P
627	E
628	E
629	F
630	G
631	F
632	F
633	H
634	O
635	P
636	N
637	P
638	O
639	O
640	O
641	E
642	E
643	E
644	E
645	G
646	G
647	G
648	G
649	N
650	B
651	K
652	K
653	K
654	K
655	K
656	L
657	N
658	I
659	E
660	K
661	J
662	C
663	L
664	I
665	L
666	I
667	O
668	F
669	N
670	H
671	F
672	H
673	F
674	G
675	P
676	H
677	H
678	I
679	P
680	G
681	G
682	P
683	P
684	I
685	N
