1	Z
2	Z
3	B
4	B
5	P
6	P
7	B
8	B
9	L
10	B
11	L
12	P
13	L
14	P
15	L
16	P
17	B
18	P
19	B
20	P
21	P
22	B
23	B
24	P
25	B
26	B
27	B
28	L
29	N
30	N
31	P
32	B
33	B
34	B
35	B
36	P
37	P
38	B
39	L
40	B
41	P
42	P
43	P
44	P
45	O
46	O
47	E
48	L
49	P
50	P
51	B
52	P
53	P
54	L
55	L
56	E
57	G
58	P
59	G
60	G
61	N
62	N
63	N
64	G
65	G
66	N
67	N
68	N
69	N
70	L
71	L
72	L
73	N
74	J
75	J
76	J
77	G
78	N
79	I
80	O
81	N
82	O
83	I
84	N
85	N
86	N
87	N
88	L
89	E
90	N
91	H
92	E
93	E
94	L
95	E
96	E
97	E
98	E
99	E
100	H
101	H
102	I
103	G
104	E
105	L
106	L
107	P
108	P
109	O
110	G
111	O
112	P
113	I
114	K
115	N
116	G
117	G
118	O
119	G
120	O
121	G
122	O
123	K
124	K
125	N
126	L
127	F
128	C
129	F
130	B
131	I
132	I
133	O
134	I
135	L
136	F
137	C
138	B
139	B
140	I
141	O
142	N
143	H
144	O
145	N
146	O
147	O
148	K
149	N
150	K
151	J
152	G
153	N
154	P
155	O
156	P
157	O
158	N
159	K
160	L
161	L
162	L
163	F
164	C
165	B
166	B
167	I
168	O
169	B
170	L
171	L
172	H
173	C
174	B
175	B
176	I
177	O
178	H
179	G
180	L
181	G
182	J
183	N
184	O
185	H
186	O
187	J
188	G
189	O
190	G
191	N
192	G
193	N
194	H
195	O
196	L
197	L
198	I
199	P
200	P
201	P
202	B
203	P
204	P
205	L
206	B
207	L
208	P
209	L
210	B
211	L
212	B
213	P
214	B
215	P
216	P
217	P
218	P
219	P
220	P
221	B
222	P
223	P
224	L
225	B
226	L
227	P
228	L
229	B
230	P
231	B
232	B
233	B
234	P
235	L
236	B
237	P
238	P
239	P
240	P
241	O
242	O
243	E
244	G
245	P
246	P
247	B
248	P
249	P
250	L
251	L
252	E
253	G
254	P
255	G
256	G
257	N
258	N
259	N
260	G
261	G
262	G
263	N
264	N
265	N
266	L
267	L
268	L
269	N
270	J
271	J
272	J
273	J
274	N
275	I
276	G
277	N
278	O
279	I
280	N
281	N
282	N
283	N
284	N
285	H
286	N
287	H
288	E
289	E
290	N
291	L
292	E
293	E
294	E
295	E
296	H
297	H
298	E
299	G
300	E
301	L
302	O
303	L
304	L
305	N
306	N
307	L
308	L
309	O
310	N
311	N
312	L
313	L
314	L
315	N
316	N
317	L
318	L
319	N
320	N
321	N
322	L
323	N
324	L
325	G
326	N
327	L
328	G
329	G
