1	Z
2	Z
3	Z
4	F
5	I
6	F
7	I
8	F
9	I
10	F
11	I
12	F
13	I
14	F
15	P
16	F
17	O
18	F
19	O
20	C
21	P
22	P
23	N
24	P
25	P
26	P
27	P
28	P
29	P
30	P
31	P
32	P
33	P
34	P
35	P
36	P
37	P
38	P
39	H
40	O
41	H
42	O
43	G
44	G
45	C
46	G
47	G
48	G
49	C
50	P
51	P
52	P
53	C
54	N
55	N
56	N
57	C
58	N
59	H
60	N
61	H
62	G
63	N
64	G
65	N
66	P
67	P
68	P
69	P
70	P
71	P
72	P
73	P
74	C
75	C
76	C
77	C
78	C
79	E
80	E
81	C
82	C
83	E
84	E
85	E
86	H
87	H
88	C
89	C
90	I
91	I
92	C
93	C
94	C
95	P
96	E
97	P
98	A
99	N
100	F
101	N
102	A
103	A
104	A
105	A
106	A
107	A
108	A
109	A
110	N
111	H
112	N
113	H
114	H
115	F
116	H
117	E
118	P
119	P
120	P
121	P
122	P
123	L
124	L
125	L
126	L
127	O
128	B
129	P
130	P
131	P
132	P
133	P
134	P
135	P
136	D
137	E
138	D
139	E
140	L
141	N
142	G
