1	Z
2	Z
3	E
4	F
5	I
6	E
7	E
8	E
9	H
10	H
11	I
12	N
13	P
14	P
15	G
16	N
17	I
18	P
19	E
20	C
21	G
22	G
23	H
24	L
25	P
26	P
27	I
28	N
29	P
30	P
31	N
32	H
33	E
34	I
35	E
36	C
37	G
38	G
39	H
40	L
41	P
42	P
43	N
44	I
45	E
46	E
47	E
48	G
49	O
50	P
51	N
52	N
53	H
54	O
55	N
56	E
57	H
58	N
59	I
60	H
61	E
62	N
63	I
64	H
65	I
66	E
67	I
68	N
69	P
70	F
71	P
72	C
73	I
74	P
75	E
76	C
77	I
78	N
79	I
80	L
81	P
82	P
83	N
84	F
85	N
86	N
87	N
88	F
89	N
90	N
91	E
92	C
93	G
94	P
95	I
96	L
97	H
98	E
99	E
100	E
101	L
102	E
103	E
104	E
