1	Z
2	Z
3	H
4	F
5	C
6	F
7	D
8	H
9	E
10	E
11	P
12	N
13	C
14	D
15	B
16	E
17	B
18	H
19	C
20	E
21	F
22	B
23	P
24	H
25	F
26	B
27	E
28	D
29	D
30	C
31	E
32	I
33	N
34	L
35	D
36	F
37	C
38	B
39	F
40	H
41	E
42	E
43	B
44	P
45	E
46	F
47	H
48	E
49	C
50	H
51	P
52	P
53	P
54	P
55	I
56	H
57	F
58	C
59	F
60	D
61	H
62	E
63	E
64	H
65	P
66	L
67	E
68	C
69	C
70	B
71	H
72	I
73	P
74	P
75	P
76	P
77	H
78	F
79	B
80	E
81	D
82	D
83	C
84	E
85	F
86	B
87	C
88	I
89	I
90	N
91	I
92	I
93	P
94	C
95	N
96	I
97	P
98	C
99	F
100	B
101	D
102	N
103	N
104	N
105	B
106	I
107	I
108	P
109	I
110	I
111	I
112	I
113	I
114	P
115	P
116	P
117	I
118	P
119	D
120	F
121	E
122	N
123	P
124	D
125	D
126	F
127	I
128	G
129	G
130	I
131	I
132	G
133	F
134	I
135	I
136	P
137	P
138	C
139	P
140	H
141	F
142	B
143	E
144	D
145	D
146	C
147	E
148	I
149	N
150	L
151	D
152	F
153	C
154	B
155	F
156	H
157	E
158	E
159	H
