timestamp,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.007471,0.0,0.000514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.000664,0.0,0.089521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.071898,0.0,0.007948,0.0,0.0,0.0,0.0,0.081802,0.0,0.0,0.093072,0.0,0.0,0.0,0.0
5,0.0,3e-06,0.0,0.0,0.0,0.0,0.049063,0.0,0.049063,0.0,0.0,0.049063,0.0,0.0,0.0,0.0
6,0.0,0.000297,0.0,0.0,0.0,0.0,2e-06,0.0,2e-06,0.0,0.0,2e-06,0.0,0.006582,0.006582,0.0
7,0.0,0.16331,0.804623,0.0307,0.0,0.0,0.100112,0.0,0.100112,0.0,0.0,0.604475,0.0,0.604475,0.222607,0.481901
8,0.0,0.0,5e-06,0.0,0.0,0.0,0.0,0.091164,0.007283,0.0,0.0,0.0,0.0,0.007283,0.0,0.0
9,0.0,0.0,0.000635,0.100742,0.100742,0.0,0.0,0.00833,5.4e-05,0.0,0.0,0.0,0.0,5.4e-05,0.0,0.0
10,0.0,0.375219,0.819851,0.292433,0.292433,0.375219,0.494942,0.227913,0.137621,0.0,0.0,0.030095,0.0,0.620832,0.011083,0.023992
11,0.0,0.0,0.008784,0.109963,0.0,0.0,0.0,6e-05,0.000735,0.0,0.0,0.0,0.0,0.000735,0.0,0.0
12,0.0,6.5e-05,0.0,5e-06,0.121516,0.0,0.0,0.0,6.5e-05,0.0,0.0,0.0,0.0,0.010047,0.0,0.000766
13,0.0,0.38232,0.830857,0.108526,0.297967,0.38232,0.024642,0.50223,0.629974,0.0,0.0,0.001498,0.0,0.629974,0.000552,0.179516
14,0.0,0.0,7e-06,0.0,0.0,0.0,0.0,0.125651,0.010038,0.0,0.0,0.0,0.0,0.010038,0.0,0.0
15,0.0,0.0,0.000875,0.13885,0.13885,0.0,0.0,0.011481,7.4e-05,0.0,0.0,0.0,0.0,7.4e-05,0.0,0.0
16,0.0,0.387452,0.839883,0.301967,0.301967,0.387452,0.508973,0.235344,0.142108,0.0,0.0,7.5e-05,0.0,0.638431,2.7e-05,0.008938
17,0.0,0.0,0.011183,0.139988,0.0,0.0,0.0,7.6e-05,0.000935,0.0,0.0,0.0,0.0,0.000935,0.0,0.0
