B	1.283317 00:00:01.2833170
F	17.831967 00:00:17.8319670
H	17.931046 00:00:17.9310460
C	18.026941 00:00:18.0269410
F	18.122837 00:00:18.1228370
D	18.218733 00:00:18.2187330
I	18.314628 00:00:18.3146280
N	18.410524 00:00:18.4105240
E	18.50642 00:00:18.5064200
E	18.599747 00:00:18.5997470
C	18.693074 00:00:18.6930740
H	18.786401 00:00:18.7864010
C	18.879728 00:00:18.8797280
E	18.973055 00:00:18.9730550
E	19.072134 00:00:19.0721340
E	19.168921 00:00:19.1689210
C	19.265707 00:00:19.2657070
C	19.362494 00:00:19.3624940
I	19.459281 00:00:19.4592810
N	19.556067 00:00:19.5560670
E	19.654222 00:00:19.6542220
E	19.747549 00:00:19.7475490
C	19.840876 00:00:19.8408760
H	19.934203 00:00:19.9342030
C	20.027531 00:00:20.0275310
E	20.120858 00:00:20.1208580
E	20.219936 00:00:20.2199360
E	20.316723 00:00:20.3167230
C	20.41351 00:00:20.4135100
C	20.510296 00:00:20.5102960
I	20.607083 00:00:20.6070830
N	20.70387 00:00:20.7038700
E	20.802024 00:00:20.8020240
E	20.895351 00:00:20.8953510
C	20.988679 00:00:20.9886790
H	21.082006 00:00:21.0820060
C	21.175333 00:00:21.1753330
E	21.26866 00:00:21.2686600
E	21.367739 00:00:21.3677390
E	21.464306 00:00:21.4643060
C	21.560983 00:00:21.5609830
H	21.658454 00:00:21.6584540
C	21.756496 00:00:21.7564960
E	21.85535 00:00:21.8553500
C	21.953505 00:00:21.9535050
C	22.054746 00:00:22.0547460
C	22.156991 00:00:22.1569910
H	22.26037 00:00:22.2603700
C	22.364914 00:00:22.3649140
E	22.470509 00:00:22.4705090
C	22.577462 00:00:22.5774620
C	22.685518 00:00:22.6855180
C	22.794988 00:00:22.7949880
C	22.905474 00:00:22.9054740
C	23.021039 00:00:23.0210390
C	23.146116 00:00:23.1461160
C	23.270306 00:00:23.2703060
C	23.374854 00:00:23.3748540
F	23.474963 00:00:23.4749630
D	23.573355 00:00:23.5733550
E	23.671747 00:00:23.6717470
F	23.767212 00:00:23.7672120
H	23.865516 00:00:23.8655160
C	23.964027 00:00:23.9640270
F	24.061844 00:00:24.0618440
D	24.159198 00:00:24.1591980
G	24.255985 00:00:24.2559850
L	24.350908 00:00:24.3509080
I	24.451069 00:00:24.4510690
N	24.548195 00:00:24.5481950
F	24.64454 00:00:24.6445400
D	24.74022 00:00:24.7402200
E	24.83503 00:00:24.8350300
F	24.929201 00:00:24.9292010
H	25.025503 00:00:25.0255030
C	25.11883 00:00:25.1188300
F	25.212157 00:00:25.2121570
D	25.305484 00:00:25.3054840
G	25.398811 00:00:25.3988110
N	25.492139 00:00:25.4921390
H	25.590293 00:00:25.5902930
C	25.683415 00:00:25.6834150
C	25.776743 00:00:25.7767430
H	25.86966 00:00:25.8696600
C	25.962783 00:00:25.9627830
E	26.056853 00:00:26.0568530
E	26.154557 00:00:26.1545570
E	26.258572 00:00:26.2585720
C	26.350679 00:00:26.3506790
H	26.442785 00:00:26.4427850
C	26.534892 00:00:26.5348920
E	26.626998 00:00:26.6269980
F	26.725783 00:00:26.7257830
C	26.84066 00:00:26.8406600
C	26.934831 00:00:26.9348310
H	27.029001 00:00:27.0290010
C	27.123172 00:00:27.1231720
F	27.217343 00:00:27.2173430
F	27.316422 00:00:27.3164220
E	27.412317 00:00:27.4123170
C	27.508213 00:00:27.5082130
H	27.604109 00:00:27.6041090
C	27.700004 00:00:27.7000040
F	27.7959 00:00:27.7959000
D	27.891796 00:00:27.8917960
E	27.988359 00:00:27.9883590
C	28.084927 00:00:28.0849270
H	28.181049 00:00:28.1810490
C	28.276837 00:00:28.2768370
F	28.372191 00:00:28.3721910
F	28.467107 00:00:28.4671070
E	28.561916 00:00:28.5619160
C	28.65727 00:00:28.6572700
H	28.753279 00:00:28.7532790
C	28.849847 00:00:28.8498470
F	28.946972 00:00:28.9469720
D	29.046534 00:00:29.0465340
E	29.142883 00:00:29.1428830
C	29.238891 00:00:29.2388910
H	29.334572 00:00:29.3345720
C	29.429926 00:00:29.4299260
F	29.524947 00:00:29.5249470
F	29.619545 00:00:29.6195450
E	29.713716 00:00:29.7137160
C	29.807887 00:00:29.8078870
H	29.902058 00:00:29.9020580
C	29.996229 00:00:29.9962290
F	30.0904 00:00:30.0904000
H	30.188554 00:00:30.1885540
D	30.283364 00:00:30.2833640
E	30.377327 00:00:30.3773270
E	30.470349 00:00:30.4703490
E	30.563268 00:00:30.5632680
E	30.656188 00:00:30.6561880
E	30.75575 00:00:30.7557500
E	30.863533 00:00:30.8635330
F	30.963926 00:00:30.9639260
H	31.063013 00:00:31.0630130
H	31.160826 00:00:31.1608260
H	31.257393 00:00:31.2573930
D	31.360902 00:00:31.3609020
E	31.464411 00:00:31.4644110
F	31.561766 00:00:31.5617660
H	31.659695 00:00:31.6596950
C	31.758318 00:00:31.7583180
F	31.857638 00:00:31.8576380
H	31.957674 00:00:31.9576740
D	32.057828 00:00:32.0578280
F	32.158584 00:00:32.1585840
H	32.260074 00:00:32.2600740
C	32.362319 00:00:32.3623190
F	32.46532 00:00:32.4653200
H	32.570385 00:00:32.5703850
C	32.672886 00:00:32.6728860
F	32.774874 00:00:32.7748740
D	32.876366 00:00:32.8763660
E	32.977356 00:00:32.9773560
F	33.073252 00:00:33.0732520
H	33.173282 00:00:33.1732820
C	33.272844 00:00:33.2728440
F	33.37181 00:00:33.3718100
D	33.470202 00:00:33.4702020
G	33.568018 00:00:33.5680180
L	33.663481 00:00:33.6634810
I	33.765469 00:00:33.7654690
N	33.862708 00:00:33.8627080
F	33.959385 00:00:33.9593850
D	34.055507 00:00:34.0555070
E	34.15108 00:00:34.1510800
F	34.245995 00:00:34.2459950
H	34.342297 00:00:34.3422970
C	34.437685 00:00:34.4376850
F	34.530192 00:00:34.5301920
D	34.622699 00:00:34.6226990
G	34.715206 00:00:34.7152060
N	34.807713 00:00:34.8077130
H	34.905868 00:00:34.9058680
C	34.998375 00:00:34.9983750
C	35.090882 00:00:35.0908820
H	35.183189 00:00:35.1831890
C	35.276107 00:00:35.2761070
E	35.369859 00:00:35.3698590
E	35.467563 00:00:35.4675630
E	35.562584 00:00:35.5625840
C	35.654691 00:00:35.6546910
H	35.746285 00:00:35.7462850
C	35.837482 00:00:35.8374820
G	35.928186 00:00:35.9281860
N	36.026971 00:00:36.0269710
C	36.144424 00:00:36.1444240
C	36.238595 00:00:36.2385950
H	36.332766 00:00:36.3327660
C	36.426937 00:00:36.4269370
F	36.521108 00:00:36.5211080
D	36.620186 00:00:36.6201860
E	36.718116 00:00:36.7181160
C	36.815128 00:00:36.8151280
H	36.911477 00:00:36.9114770
C	37.007825 00:00:37.0078250
F	37.104173 00:00:37.1041730
F	37.200522 00:00:37.2005220
E	37.311732 00:00:37.3117320
C	37.406873 00:00:37.4068730
H	37.502339 00:00:37.5023390
C	37.597804 00:00:37.5978040
F	37.693269 00:00:37.6932690
D	37.792348 00:00:37.7923480
E	37.888243 00:00:37.8882430
C	37.984139 00:00:37.9841390
H	38.07982 00:00:38.0798200
C	38.176164 00:00:38.1761640
F	38.273748 00:00:38.2737480
H	38.37158 00:00:38.3715800
C	38.468036 00:00:38.4680360
F	38.564158 00:00:38.5641580
H	38.659402 00:00:38.6594020
D	38.754422 00:00:38.7544220
E	38.849443 00:00:38.8494430
E	38.947147 00:00:38.9471470
E	39.043043 00:00:39.0430430
E	39.138939 00:00:39.1389390
E	39.234834 00:00:39.2348340
E	39.33073 00:00:39.3307300
E	39.426626 00:00:39.4266260
C	39.525411 00:00:39.5254110
C	39.620009 00:00:39.6200090
F	39.71418 00:00:39.7141800
H	39.808351 00:00:39.8083510
C	39.902522 00:00:39.9025220
F	39.996692 00:00:39.9966920
H	40.095771 00:00:40.0957710
C	40.191667 00:00:40.1916670
F	40.287562 00:00:40.2875620
D	40.383458 00:00:40.3834580
I	40.479354 00:00:40.4793540
N	40.575249 00:00:40.5752490
E	40.671145 00:00:40.6711450
E	40.764472 00:00:40.7644720
C	40.857799 00:00:40.8577990
H	40.951126 00:00:40.9511260
C	41.044454 00:00:41.0444540
E	41.137781 00:00:41.1377810
E	41.236859 00:00:41.2368590
E	41.333646 00:00:41.3336460
C	41.430433 00:00:41.4304330
C	41.527219 00:00:41.5272190
I	41.624006 00:00:41.6240060
N	41.720793 00:00:41.7207930
E	41.818947 00:00:41.8189470
E	41.912274 00:00:41.9122740
C	42.005602 00:00:42.0056020
H	42.098929 00:00:42.0989290
C	42.192256 00:00:42.1922560
E	42.285583 00:00:42.2855830
E	42.384662 00:00:42.3846620
E	42.481448 00:00:42.4814480
C	42.578235 00:00:42.5782350
C	42.675022 00:00:42.6750220
I	42.771808 00:00:42.7718080
N	42.868595 00:00:42.8685950
E	42.96675 00:00:42.9667500
E	43.060077 00:00:43.0600770
C	43.153404 00:00:43.1534040
H	43.246731 00:00:43.2467310
C	43.340058 00:00:43.3400580
E	43.433385 00:00:43.4333850
E	43.532464 00:00:43.5324640
E	43.62859 00:00:43.6285900
C	43.724938 00:00:43.7249380
H	43.821287 00:00:43.8212870
C	43.917635 00:00:43.9176350
E	44.013983 00:00:44.0139830
E	44.112138 00:00:44.1121380
E	44.205465 00:00:44.2054650
C	44.298792 00:00:44.2987920
C	44.392119 00:00:44.3921190
C	44.485447 00:00:44.4854470
H	44.578774 00:00:44.5787740
H	44.677852 00:00:44.6778520
C	44.77442 00:00:44.7744200
C	44.871097 00:00:44.8710970
C	44.968568 00:00:44.9685680
I	45.06661 00:00:45.0666100
N	45.165464 00:00:45.1654640
E	45.263619 00:00:45.2636190
E	45.356946 00:00:45.3569460
C	45.450273 00:00:45.4502730
H	45.5436 00:00:45.5436000
C	45.636927 00:00:45.6369270
E	45.730254 00:00:45.7302540
E	45.829333 00:00:45.8293330
E	45.92612 00:00:45.9261200
C	46.022906 00:00:46.0229060
C	46.119693 00:00:46.1196930
I	46.21648 00:00:46.2164800
N	46.313266 00:00:46.3132660
E	46.411421 00:00:46.4114210
E	46.504748 00:00:46.5047480
C	46.598075 00:00:46.5980750
H	46.691402 00:00:46.6914020
C	46.78473 00:00:46.7847300
E	46.878057 00:00:46.8780570
E	46.977135 00:00:46.9771350
E	47.073922 00:00:47.0739220
C	47.170709 00:00:47.1707090
C	47.267495 00:00:47.2674950
I	47.364282 00:00:47.3642820
N	47.461069 00:00:47.4610690
E	47.559223 00:00:47.5592230
E	47.65255 00:00:47.6525500
C	47.745878 00:00:47.7458780
H	47.839205 00:00:47.8392050
C	47.932532 00:00:47.9325320
E	48.025859 00:00:48.0258590
E	48.124938 00:00:48.1249380
E	48.219536 00:00:48.2195360
C	48.314135 00:00:48.3141350
H	48.408733 00:00:48.4087330
C	48.503332 00:00:48.5033320
E	48.59793 00:00:48.5979300
E	48.696085 00:00:48.6960850
E	48.789412 00:00:48.7894120
C	48.882739 00:00:48.8827390
C	48.976066 00:00:48.9760660
C	49.069393 00:00:49.0693930
H	49.162721 00:00:49.1627210
H	49.261799 00:00:49.2617990
C	49.358586 00:00:49.3585860
C	49.455372 00:00:49.4553720
C	49.552159 00:00:49.5521590
I	49.648946 00:00:49.6489460
N	49.745732 00:00:49.7457320
E	49.843887 00:00:49.8438870
E	49.937214 00:00:49.9372140
C	50.030541 00:00:50.0305410
H	50.123869 00:00:50.1238690
C	50.217196 00:00:50.2171960
G	50.310523 00:00:50.3105230
L	50.427332 00:00:50.4273320
E	50.520251 00:00:50.5202510
C	50.613578 00:00:50.6135780
H	50.707438 00:00:50.7074380
C	50.801716 00:00:50.8017160
F	50.896525 00:00:50.8965250
D	50.99468 00:00:50.9946800
E	51.088851 00:00:51.0888510
C	51.183022 00:00:51.1830220
H	51.277193 00:00:51.2771930
H	51.371363 00:00:51.3713630
H	51.465534 00:00:51.4655340
H	51.564613 00:00:51.5646130
H	51.658369 00:00:51.6583690
H	51.752436 00:00:51.7524360
H	51.846927 00:00:51.8469270
C	51.941842 00:00:51.9418420
E	52.037197 00:00:52.0371970
C	52.135351 00:00:52.1353510
I	52.229107 00:00:52.2291070
N	52.322863 00:00:52.3228630
H	52.416619 00:00:52.4166190
C	52.510375 00:00:52.5103750
G	52.60413 00:00:52.6041300
L	52.727587 00:00:52.7275870
E	52.824374 00:00:52.8243740
C	52.921161 00:00:52.9211610
H	53.017947 00:00:53.0179470
C	53.114734 00:00:53.1147340
F	53.211521 00:00:53.2115210
D	53.309675 00:00:53.3096750
E	53.404167 00:00:53.4041670
C	53.498765 00:00:53.4987650
H	53.593364 00:00:53.5933640
H	53.687962 00:00:53.6879620
H	53.782561 00:00:53.7825610
H	53.881639 00:00:53.8816390
H	53.975831 00:00:53.9758310
H	54.069691 00:00:54.0696910
H	54.164076 00:00:54.1640760
C	54.258991 00:00:54.2589910
E	54.354671 00:00:54.3546710
C	54.452826 00:00:54.4528260
I	54.549613 00:00:54.5496130
N	54.646399 00:00:54.6463990
H	54.743186 00:00:54.7431860
H	54.839973 00:00:54.8399730
H	54.936759 00:00:54.9367590
H	55.033546 00:00:55.0335460
H	55.128789 00:00:55.1287890
H	55.224911 00:00:55.2249110
H	55.322153 00:00:55.3221530
C	55.420314 00:00:55.4203140
E	55.519522 00:00:55.5195220
C	55.622519 00:00:55.6225190
I	55.741312 00:00:55.7413120
N	55.839941 00:00:55.8399410
H	55.93857 00:00:55.9385700
H	56.037199 00:00:56.0371990
H	56.135828 00:00:56.1358280
H	56.234219 00:00:56.2342190
H	56.332148 00:00:56.3321480
H	56.43054 00:00:56.4305400
H	56.529506 00:00:56.5295060
C	56.628947 00:00:56.6289470
E	56.728977 00:00:56.7289770
C	56.829617 00:00:56.8296170
I	56.928246 00:00:56.9282460
N	57.026875 00:00:57.0268750
H	57.125504 00:00:57.1255040
C	57.224133 00:00:57.2241330
E	57.322762 00:00:57.3227620
C	57.42184 00:00:57.4218400
C	57.518408 00:00:57.5184080
C	57.615085 00:00:57.6150850
H	57.712556 00:00:57.7125560
C	57.810598 00:00:57.8105980
E	57.909452 00:00:57.9094520
C	58.007607 00:00:58.0076070
C	58.108847 00:00:58.1088470
C	58.211092 00:00:58.2110920
H	58.314472 00:00:58.3144720
C	58.419016 00:00:58.4190160
E	58.524611 00:00:58.5246110
C	58.631563 00:00:58.6315630
C	58.73962 00:00:58.7396200
C	58.84909 00:00:58.8490900
C	58.959576 00:00:58.9595760
C	59.07514 00:00:59.0751400
C	59.200217 00:00:59.2002170
C	59.324408 00:00:59.3244080
C	59.428956 00:00:59.4289560
F	59.529065 00:00:59.5290650
D	59.627456 00:00:59.6274560
E	59.725848 00:00:59.7258480
F	59.820869 00:00:59.8208690
H	59.916792 00:00:59.9167920
C	60.015421 00:01:00.0154210
F	60.113463 00:01:00.1134630
D	60.210934 00:01:00.2109340
G	60.307834 00:01:00.3078340
L	60.404069 00:01:00.4040690
I	60.501768 00:01:00.5017680
N	60.598893 00:01:00.5988930
F	60.695238 00:01:00.6952380
D	60.790918 00:01:00.7909180
E	60.885728 00:01:00.8857280
F	60.979899 00:01:00.9798990
H	61.076201 00:01:01.0762010
C	61.169528 00:01:01.1695280
F	61.262855 00:01:01.2628550
D	61.356182 00:01:01.3561820
G	61.449509 00:01:01.4495090
N	61.542837 00:01:01.5428370
H	61.640991 00:01:01.6409910
C	61.734113 00:01:01.7341130
C	61.827441 00:01:01.8274410
H	61.920358 00:01:01.9203580
C	62.013481 00:01:02.0134810
E	62.107551 00:01:02.1075510
E	62.205255 00:01:02.2052550
E	62.30927 00:01:02.3092700
C	62.401377 00:01:02.4013770
H	62.493483 00:01:02.4934830
C	62.58559 00:01:02.5855900
E	62.677696 00:01:02.6776960
F	62.776481 00:01:02.7764810
C	62.891358 00:01:02.8913580
C	62.985529 00:01:02.9855290
H	63.079699 00:01:03.0796990
C	63.17387 00:01:03.1738700
F	63.268041 00:01:03.2680410
F	63.36712 00:01:03.3671200
E	63.463015 00:01:03.4630150
C	63.558911 00:01:03.5589110
H	63.654807 00:01:03.6548070
C	63.750702 00:01:03.7507020
F	63.846598 00:01:03.8465980
D	63.942494 00:01:03.9424940
E	64.038389 00:01:04.0383890
C	64.133855 00:01:04.1338550
H	64.228875 00:01:04.2288750
C	64.323474 00:01:04.3234740
F	64.417645 00:01:04.4176450
F	64.511401 00:01:04.5114010
E	64.604728 00:01:04.6047280
C	64.698376 00:01:04.6983760
H	64.792654 00:01:04.7926540
C	64.887464 00:01:04.8874640
F	64.982818 00:01:04.9828180
D	65.08238 00:01:05.0823800
E	65.177845 00:01:05.1778450
C	65.272866 00:01:05.2728660
H	65.367465 00:01:05.3674650
C	65.461636 00:01:05.4616360
F	65.555391 00:01:05.5553910
F	65.648617 00:01:05.6486170
E	65.741536 00:01:05.7415360
C	65.834456 00:01:05.8344560
H	65.927375 00:01:05.9273750
C	66.020295 00:01:06.0202950
F	66.113214 00:01:06.1132140
H	66.211369 00:01:06.2113690
D	66.306178 00:01:06.3061780
E	66.400142 00:01:06.4001420
E	66.493163 00:01:06.4931630
E	66.586083 00:01:06.5860830
E	66.679002 00:01:06.6790020
E	66.778564 00:01:06.7785640
E	66.886347 00:01:06.8863470
F	66.98674 00:01:06.9867400
H	67.085827 00:01:07.0858270
H	67.18364 00:01:07.1836400
H	67.280207 00:01:07.2802070
D	67.383716 00:01:07.3837160
E	67.487225 00:01:07.4872250
F	67.58458 00:01:07.5845800
H	67.68251 00:01:07.6825100
C	67.781132 00:01:07.7811320
F	67.880453 00:01:07.8804530
H	67.980489 00:01:07.9804890
D	68.080642 00:01:08.0806420
F	68.181766 00:01:08.1817660
H	68.284515 00:01:08.2845150
C	68.388799 00:01:08.3887990
F	68.494665 00:01:08.4946650
H	68.600261 00:01:08.6002610
C	68.702762 00:01:08.7027620
F	68.804751 00:01:08.8047510
D	68.906243 00:01:08.9062430
E	69.007233 00:01:09.0072330
F	69.103581 00:01:09.1035810
H	69.203611 00:01:09.2036110
C	69.30224 00:01:09.3022400
F	69.400395 00:01:09.4003950
D	69.498099 00:01:09.4980990
G	69.595337 00:01:09.5953370
L	69.691346 00:01:09.6913460
I	69.793335 00:01:09.7933350
N	69.890574 00:01:09.8905740
F	69.987251 00:01:09.9872510
D	70.083373 00:01:10.0833730
E	70.178946 00:01:10.1789460
F	70.273861 00:01:10.2738610
H	70.370163 00:01:10.3701630
C	70.46267 00:01:10.4626700
F	70.555177 00:01:10.5551770
D	70.647684 00:01:10.6476840
G	70.740191 00:01:10.7401910
N	70.832698 00:01:10.8326980
H	70.930852 00:01:10.9308520
C	71.024608 00:01:11.0246080
C	71.118364 00:01:11.1183640
H	71.211907 00:01:11.2119070
C	71.307153 00:01:11.3071530
E	71.404285 00:01:11.4042850
E	71.501989 00:01:11.5019890
E	71.599227 00:01:11.5992270
C	71.693398 00:01:11.6933980
H	71.787154 00:01:11.7871540
C	71.880481 00:01:11.8804810
E	71.973297 00:01:11.9732970
F	72.072082 00:01:12.0720820
I	72.194556 00:01:12.1945560
N	72.299864 00:01:12.2998640
H	72.405171 00:01:12.4051710
H	72.510479 00:01:12.5104790
H	72.615786 00:01:12.6157860
H	72.719585 00:01:12.7195850
H	72.823633 00:01:12.8236330
H	72.928056 00:01:12.9280560
H	73.032856 00:01:13.0328560
H	73.138189 00:01:13.1381890
H	73.245972 00:01:13.2459720
H	73.356461 00:01:13.3564610
H	73.472416 00:01:13.4724160
H	73.579367 00:01:13.5793670
I	73.686595 00:01:13.6865950
N	73.793822 00:01:13.7938220
H	73.901049 00:01:13.9010490
H	74.005197 00:01:14.0051970
H	74.110265 00:01:14.1102650
H	74.216396 00:01:14.2163960
H	74.323624 00:01:14.3236240
H	74.431959 00:01:14.4319590
I	74.54143 00:01:14.5414300
N	74.650548 00:01:14.6505480
C	74.757776 00:01:14.7577760
F	74.865003 00:01:14.8650030
D	74.97223 00:01:14.9722300
F	75.079457 00:01:15.0794570
D	75.186684 00:01:15.1866840
E	75.299628 00:01:15.2996280
E	75.406503 00:01:15.4065030
C	75.51373 00:01:15.5137300
C	75.620957 00:01:15.6209570
E	75.728184 00:01:15.7281840
F	75.835412 00:01:15.8354120
H	75.94608 00:01:15.9460800
D	76.052758 00:01:16.0527580
F	76.159436 00:01:16.1594360
D	76.266114 00:01:16.2661140
E	76.372792 00:01:16.3727920
F	76.47947 00:01:16.4794700
H	76.59183 00:01:16.5918300
D	76.702217 00:01:16.7022170
F	76.812605 00:01:16.8126050
D	76.922992 00:01:16.9229920
E	77.03338 00:01:17.0333800
F	77.143767 00:01:17.1437670
G	77.254155 00:01:17.2541550
O	77.403408 00:01:17.4034080
N	77.529991 00:01:17.5299910
H	77.656573 00:01:17.6565730
H	77.783155 00:01:17.7831550
H	77.909738 00:01:17.9097380
H	78.035133 00:01:18.0351330
H	78.161317 00:01:18.1613170
H	78.289114 00:01:18.2891140
H	78.418566 00:01:18.4185660
C	78.549287 00:01:18.5492870
E	78.681741 00:01:18.6817410
I	78.815972 00:01:18.8159720
O	78.968411 00:01:18.9684110
N	79.104006 00:01:19.1040060
H	79.24194 00:01:19.2419400
H	79.382292 00:01:19.3822920
H	79.525153 00:01:19.5251530
H	79.67061 00:01:19.6706100
H	79.818762 00:01:19.8187620
H	79.969707 00:01:19.9697070
H	80.123558 00:01:20.1235580
C	80.279808 00:01:20.2798080
E	80.436058 00:01:20.4360580
F	80.592308 00:01:20.5923080
H	80.807424 00:01:20.8074240
G	81.352162 00:01:21.3521620
N	81.467299 00:01:21.4672990
E	81.582436 00:01:21.5824360
F	82.794557 00:01:22.7945570
A	83.469017 00:01:23.4690170
A	84.238445 00:01:24.2384450
